------------------------------------------------------ 
:: Load Love Numbers (Load-Deformation Coefficients) 
:: Computed at 05:51AM on August 19, 2022
------------------------------------------------------ 
:: Material Parameters 
Planet-Radius (m) | Planet-Mass (kg) | Lambda-Surface (Pa) | Mu-Surface (Pa) | Gravity-Surface (m/s^2) 
6371000.0 5.973244410589292e+24 34216026218.044174 26623910437.00864 9.818634933837371
------------------------------------------------------ 
:: Asymptotic Love Numbers 
hp     |     hpp     |     nlp     |     nlpp     |     nkp     |     nkpp 
-6.208751859010017 6.152341551250569 1.88993805916064 -0.25281039086602725 -2.6824947170971263 8.041777290864731
------------------------------------------------------ 
******************   Love Numbers   ****************** 
n   |   h   |   nl   |   nk | h_asymptotic | nl_asymptotic | nk_asymptotic 
   2012   -0.1643932345   -0.1077729200 -1994.6762830279   -6.2056940352    1.8898124079   -2.6784978099
   2013   -0.1640685242   -0.1075790693 -1995.7086037660   -6.2056955542    1.8898124703   -2.6784997954
   2014   -0.1637444251   -0.1073855332 -1996.7408684748   -6.2056970717    1.8898125327   -2.6785017790
   2015   -0.1634209363   -0.1071923113 -1997.7730772381   -6.2056985878    1.8898125949   -2.6785037606
   2016   -0.1630980567   -0.1069994033 -1998.8052301405   -6.2057001023    1.8898126572   -2.6785057403
   2017   -0.1627757852   -0.1068068087 -1999.8373272661   -6.2057016153    1.8898127194   -2.6785077179
   2018   -0.1624541209   -0.1066145271 -2000.8693686991   -6.2057031268    1.8898127815   -2.6785096937
   2019   -0.1621330626   -0.1064225581 -2001.9013545234   -6.2057046368    1.8898128435   -2.6785116674
   2020   -0.1618126094   -0.1062309013 -2002.9332848229   -6.2057061454    1.8898129055   -2.6785136392
   2021   -0.1614927601   -0.1060395564 -2003.9651596813   -6.2057076524    1.8898129674   -2.6785156091
   2022   -0.1611735137   -0.1058485228 -2004.9969791827   -6.2057091579    1.8898130293   -2.6785175770
   2023   -0.1608548693   -0.1056578003 -2006.0287434107   -6.2057106620    1.8898130911   -2.6785195430
   2024   -0.1605368256   -0.1054673883 -2007.0604524486   -6.2057121646    1.8898131528   -2.6785215070
   2025   -0.1602193818   -0.1052772866 -2008.0921063803   -6.2057136657    1.8898132145   -2.6785234691
   2026   -0.1599025368   -0.1050874947 -2009.1237052887   -6.2057151653    1.8898132761   -2.6785254292
   2027   -0.1595862896   -0.1048980121 -2010.1552492575   -6.2057166634    1.8898133377   -2.6785273874
   2028   -0.1592706390   -0.1047088386 -2011.1867383699   -6.2057181600    1.8898133992   -2.6785293437
   2029   -0.1589555841   -0.1045199737 -2012.2181727091   -6.2057196552    1.8898134606   -2.6785312980
   2030   -0.1586411239   -0.1043314169 -2013.2495523580   -6.2057211489    1.8898135220   -2.6785332505
   2031   -0.1583272573   -0.1041431680 -2014.2808773996   -6.2057226411    1.8898135833   -2.6785352010
   2032   -0.1580139833   -0.1039552264 -2015.3121479166   -6.2057241319    1.8898136446   -2.6785371495
   2033   -0.1577013009   -0.1037675919 -2016.3433639923   -6.2057256212    1.8898137058   -2.6785390962
   2034   -0.1573892090   -0.1035802639 -2017.3745257091   -6.2057271090    1.8898137669   -2.6785410409
   2035   -0.1570777067   -0.1033932421 -2018.4056331495   -6.2057285953    1.8898138280   -2.6785429838
   2036   -0.1567667928   -0.1032065262 -2019.4366863963   -6.2057300803    1.8898138890   -2.6785449247
   2037   -0.1564564665   -0.1030201156 -2020.4676855318   -6.2057315637    1.8898139500   -2.6785468637
   2038   -0.1561467266   -0.1028340100 -2021.4986306384   -6.2057330457    1.8898140109   -2.6785488009
   2039   -0.1558375721   -0.1026482090 -2022.5295217984   -6.2057345262    1.8898140717   -2.6785507361
   2040   -0.1555290021   -0.1024627122 -2023.5603590941   -6.2057360053    1.8898141325   -2.6785526694
   2041   -0.1552210155   -0.1022775192 -2024.5911426075   -6.2057374829    1.8898141932   -2.6785546008
   2042   -0.1549136113   -0.1020926295 -2025.6218724206   -6.2057389591    1.8898142539   -2.6785565304
   2043   -0.1546067885   -0.1019080429 -2026.6525486153   -6.2057404339    1.8898143145   -2.6785584580
   2044   -0.1543005461   -0.1017237589 -2027.6831712734   -6.2057419072    1.8898143750   -2.6785603838
   2045   -0.1539948830   -0.1015397771 -2028.7137404768   -6.2057433790    1.8898144355   -2.6785623077
   2046   -0.1536897983   -0.1013560971 -2029.7442563071   -6.2057448495    1.8898144959   -2.6785642297
   2047   -0.1533852910   -0.1011727184 -2030.7747188459   -6.2057463184    1.8898145563   -2.6785661498
   2048   -0.1530813601   -0.1009896408 -2031.8051281748   -6.2057477860    1.8898146166   -2.6785680680
   2049   -0.1527780045   -0.1008068638 -2032.8354843750   -6.2057492521    1.8898146768   -2.6785699844
   2050   -0.1524752233   -0.1006243870 -2033.8657875278   -6.2057507168    1.8898147370   -2.6785718989
   2051   -0.1521730154   -0.1004422100 -2034.8960377145   -6.2057521800    1.8898147971   -2.6785738115
   2052   -0.1518713798   -0.1002603325 -2035.9262350164   -6.2057536419    1.8898148572   -2.6785757223
   2053   -0.1515703157   -0.1000787539 -2036.9563795144   -6.2057551023    1.8898149172   -2.6785776312
   2054   -0.1512698219   -0.0998974740 -2037.9864712895   -6.2057565613    1.8898149772   -2.6785795383
   2055   -0.1509698974   -0.0997164923 -2039.0165104224   -6.2057580188    1.8898150371   -2.6785814435
   2056   -0.1506705414   -0.0995358084 -2040.0464969942   -6.2057594750    1.8898150969   -2.6785833468
   2057   -0.1503717527   -0.0993554219 -2041.0764310854   -6.2057609297    1.8898151567   -2.6785852483
   2058   -0.1500735305   -0.0991753325 -2042.1063127768   -6.2057623830    1.8898152164   -2.6785871480
   2059   -0.1497758736   -0.0989955397 -2043.1361421487   -6.2057638349    1.8898152761   -2.6785890458
   2060   -0.1494787812   -0.0988160432 -2044.1659192815   -6.2057652854    1.8898153357   -2.6785909417
   2061   -0.1491822522   -0.0986368425 -2045.1956442560   -6.2057667345    1.8898153952   -2.6785928358
   2062   -0.1488862856   -0.0984579373 -2046.2253171519   -6.2057681822    1.8898154547   -2.6785947281
   2063   -0.1485908805   -0.0982793271 -2047.2549380496   -6.2057696285    1.8898155141   -2.6785966186
   2064   -0.1482960359   -0.0981010116 -2048.2845070293   -6.2057710734    1.8898155735   -2.6785985072
   2065   -0.1480017508   -0.0979229904 -2049.3140241710   -6.2057725169    1.8898156328   -2.6786003940
   2066   -0.1477080243   -0.0977452630 -2050.3434895544   -6.2057739589    1.8898156921   -2.6786022789
   2067   -0.1474148553   -0.0975678291 -2051.3729032594   -6.2057753996    1.8898157513   -2.6786041620
   2068   -0.1471222428   -0.0973906883 -2052.4022653658   -6.2057768389    1.8898158104   -2.6786060434
   2069   -0.1468301860   -0.0972138402 -2053.4315759533   -6.2057782768    1.8898158695   -2.6786079229
   2070   -0.1465386838   -0.0970372843 -2054.4608351013   -6.2057797133    1.8898159285   -2.6786098005
   2071   -0.1462477353   -0.0968610204 -2055.4900428893   -6.2057811485    1.8898159875   -2.6786116764
   2072   -0.1459573394   -0.0966850480 -2056.5191993967   -6.2057825822    1.8898160464   -2.6786135505
   2073   -0.1456674953   -0.0965093667 -2057.5483047028   -6.2057840146    1.8898161053   -2.6786154227
   2074   -0.1453782019   -0.0963339762 -2058.5773588868   -6.2057854455    1.8898161641   -2.6786172931
   2075   -0.1450894583   -0.0961588760 -2059.6063620279   -6.2057868751    1.8898162228   -2.6786191618
   2076   -0.1448012635   -0.0959840657 -2060.6353142051   -6.2057883033    1.8898162815   -2.6786210286
   2077   -0.1445136166   -0.0958095449 -2061.6642154971   -6.2057897302    1.8898163401   -2.6786228937
   2078   -0.1442265166   -0.0956353133 -2062.6930659831   -6.2057911557    1.8898163987   -2.6786247569
   2079   -0.1439399625   -0.0954613705 -2063.7218657415   -6.2057925798    1.8898164572   -2.6786266184
   2080   -0.1436539534   -0.0952877161 -2064.7506148512   -6.2057940025    1.8898165157   -2.6786284780
   2081   -0.1433684883   -0.0951143496 -2065.7793133909   -6.2057954239    1.8898165741   -2.6786303359
   2082   -0.1430835663   -0.0949412707 -2066.8079614387   -6.2057968439    1.8898166325   -2.6786321920
   2083   -0.1427991864   -0.0947684791 -2067.8365590734   -6.2057982625    1.8898166908   -2.6786340463
   2084   -0.1425153476   -0.0945959742 -2068.8651063732   -6.2057996798    1.8898167490   -2.6786358988
   2085   -0.1422320491   -0.0944237558 -2069.8936034162   -6.2058010957    1.8898168072   -2.6786377496
   2086   -0.1419492898   -0.0942518234 -2070.9220502805   -6.2058025102    1.8898168653   -2.6786395985
   2087   -0.1416670688   -0.0940801766 -2071.9504470445   -6.2058039234    1.8898169234   -2.6786414458
   2088   -0.1413853852   -0.0939088151 -2072.9787937858   -6.2058053353    1.8898169814   -2.6786432912
   2089   -0.1411042379   -0.0937377384 -2074.0070905824   -6.2058067458    1.8898170393   -2.6786451349
   2090   -0.1450143766   -0.0974503769 -2074.5858145095   -6.2058081549    1.8898170973   -2.6786469768
   2091   -0.1447282230   -0.0972749925 -2075.6146405676   -6.2058095627    1.8898171551   -2.6786488169
   2092   -0.1444426101   -0.0970998956 -2076.6434162398   -6.2058109692    1.8898172129   -2.6786506553
   2093   -0.1441575369   -0.0969250857 -2077.6721416039   -6.2058123743    1.8898172706   -2.6786524919
   2094   -0.1438730025   -0.0967505624 -2078.7008167373   -6.2058137780    1.8898173283   -2.6786543268
   2095   -0.1435890059   -0.0965763254 -2079.7294417176   -6.2058151805    1.8898173859   -2.6786561599
   2096   -0.1433055462   -0.0964023742 -2080.7580166220   -6.2058165816    1.8898174435   -2.6786579913
   2097   -0.1430226225   -0.0962287085 -2081.7865415282   -6.2058179813    1.8898175010   -2.6786598209
   2098   -0.1427402339   -0.0960553280 -2082.8150165132   -6.2058193797    1.8898175585   -2.6786616488
   2099   -0.1424583793   -0.0958822321 -2083.8434416543   -6.2058207768    1.8898176159   -2.6786634749
   2100   -0.1421770579   -0.0957094206 -2084.8718170286   -6.2058221726    1.8898176733   -2.6786652993
   2101   -0.1418962687   -0.0955368931 -2085.9001427128   -6.2058235670    1.8898177306   -2.6786671220
   2102   -0.1416160108   -0.0953646492 -2086.9284187841   -6.2058249601    1.8898177878   -2.6786689429
   2103   -0.1413362833   -0.0951926884 -2087.9566453194   -6.2058263519    1.8898178450   -2.6786707621
   2104   -0.1410570852   -0.0950210104 -2088.9848223951   -6.2058277423    1.8898179021   -2.6786725796
   2105   -0.1407784157   -0.0948496149 -2090.0129500881   -6.2058291314    1.8898179592   -2.6786743953
   2106   -0.1405002737   -0.0946785014 -2091.0410284749   -6.2058305192    1.8898180162   -2.6786762094
   2107   -0.1402226583   -0.0945076696 -2092.0690576319   -6.2058319057    1.8898180732   -2.6786780217
   2108   -0.1399455687   -0.0943371191 -2093.0970376354   -6.2058332909    1.8898181301   -2.6786798322
   2109   -0.1396690040   -0.0941668495 -2094.1249685619   -6.2058346748    1.8898181870   -2.6786816411
   2110   -0.1393929630   -0.0939968604 -2095.1528504876   -6.2058360573    1.8898182438   -2.6786834482
   2111   -0.1391174451   -0.0938271515 -2096.1806834886   -6.2058374386    1.8898183006   -2.6786852537
   2112   -0.1388424492   -0.0936577223 -2097.2084676407   -6.2058388185    1.8898183573   -2.6786870574
   2113   -0.1385679745   -0.0934885725 -2098.2362030201   -6.2058401971    1.8898184139   -2.6786888594
   2114   -0.1382940199   -0.0933197018 -2099.2638897025   -6.2058415745    1.8898184705   -2.6786906597
   2115   -0.1380205847   -0.0931511096 -2100.2915277639   -6.2058429505    1.8898185271   -2.6786924583
   2116   -0.1377476679   -0.0929827957 -2101.3191172797   -6.2058443252    1.8898185836   -2.6786942552
   2117   -0.1374752685   -0.0928147597 -2102.3466583259   -6.2058456986    1.8898186400   -2.6786960505
   2118   -0.1372033857   -0.0926470012 -2103.3741509775   -6.2058470707    1.8898186964   -2.6786978440
   2119   -0.1369320186   -0.0924795197 -2104.4015953101   -6.2058484416    1.8898187527   -2.6786996358
   2120   -0.1366611662   -0.0923123151 -2105.4289913992   -6.2058498111    1.8898188090   -2.6787014259
   2121   -0.1363908277   -0.0921453867 -2106.4563393199   -6.2058511794    1.8898188652   -2.6787032144
   2122   -0.1361210021   -0.0919787344 -2107.4836391475   -6.2058525463    1.8898189214   -2.6787050011
   2123   -0.1358516886   -0.0918123576 -2108.5108909569   -6.2058539120    1.8898189775   -2.6787067862
   2124   -0.1355828861   -0.0916462561 -2109.5380948230   -6.2058552764    1.8898190336   -2.6787085696
   2125   -0.1353145940   -0.0914804294 -2110.5652508209   -6.2058566395    1.8898190896   -2.6787103513
   2126   -0.1350468111   -0.0913148772 -2111.5923590256   -6.2058580013    1.8898191455   -2.6787121314
   2127   -0.1347795367   -0.0911495991 -2112.6194195113   -6.2058593618    1.8898192014   -2.6787139097
   2128   -0.1345127698   -0.0909845948 -2113.6464323531   -6.2058607211    1.8898192573   -2.6787156864
   2129   -0.1342465096   -0.0908198637 -2114.6733976253   -6.2058620790    1.8898193131   -2.6787174614
   2130   -0.1339807551   -0.0906554057 -2115.7003154024   -6.2058634357    1.8898193688   -2.6787192348
   2131   -0.1337155055   -0.0904912202 -2116.7271857588   -6.2058647912    1.8898194245   -2.6787210065
   2132   -0.1334507599   -0.0903273069 -2117.7540087688   -6.2058661453    1.8898194802   -2.6787227765
   2133   -0.1331865173   -0.0901636655 -2118.7807845066   -6.2058674982    1.8898195358   -2.6787245449
   2134   -0.1329227769   -0.0900002956 -2119.8075130462   -6.2058688498    1.8898195913   -2.6787263116
   2135   -0.1326595379   -0.0898371967 -2120.8341944618   -6.2058702002    1.8898196468   -2.6787280767
   2136   -0.1323967992   -0.0896743686 -2121.8608288272   -6.2058715493    1.8898197022   -2.6787298401
   2137   -0.1321345601   -0.0895118108 -2122.8874162162   -6.2058728971    1.8898197576   -2.6787316018
   2138   -0.1318728196   -0.0893495230 -2123.9139567027   -6.2058742437    1.8898198130   -2.6787333620
   2139   -0.1316115769   -0.0891875048 -2124.9404503606   -6.2058755890    1.8898198682   -2.6787351204
   2140   -0.1313508310   -0.0890257559 -2125.9668972630   -6.2058769331    1.8898199235   -2.6787368772
   2141   -0.1310905812   -0.0888642758 -2126.9932974835   -6.2058782758    1.8898199786   -2.6787386324
   2142   -0.1308308265   -0.0887030641 -2128.0196510958   -6.2058796174    1.8898200338   -2.6787403860
   2143   -0.1305715660   -0.0885421206 -2129.0459581729   -6.2058809577    1.8898200888   -2.6787421379
   2144   -0.1303127990   -0.0883814448 -2130.0722187884   -6.2058822967    1.8898201439   -2.6787438881
   2145   -0.1300545244   -0.0882210364 -2131.0984330151   -6.2058836345    1.8898201988   -2.6787456368
   2146   -0.1297967414   -0.0880608950 -2132.1246009262   -6.2058849711    1.8898202538   -2.6787473838
   2147   -0.1295394492   -0.0879010202 -2133.1507225946   -6.2058863064    1.8898203086   -2.6787491292
   2148   -0.1292826469   -0.0877414116 -2134.1767980933   -6.2058876404    1.8898203634   -2.6787508729
   2149   -0.1290263336   -0.0875820690 -2135.2028274950   -6.2058889732    1.8898204182   -2.6787526151
   2150   -0.1287705085   -0.0874229918 -2136.2288108726   -6.2058903048    1.8898204729   -2.6787543556
   2151   -0.1285151706   -0.0872641798 -2137.2547482985   -6.2058916351    1.8898205276   -2.6787560945
   2152   -0.1340678133   -0.0940052046 -2137.7592182949   -6.2058929642    1.8898205822   -2.6787578317
   2153   -0.1338049739   -0.0938377160 -2138.7857998599   -6.2058942921    1.8898206368   -2.6787595674
   2154   -0.1335426294   -0.0936704999 -2139.8123348771   -6.2058956187    1.8898206913   -2.6787613015
   2155   -0.1332807788   -0.0935035562 -2140.8388234189   -6.2058969441    1.8898207458   -2.6787630339
   2156   -0.1330194213   -0.0933368844 -2141.8652655582   -6.2058982683    1.8898208002   -2.6787647647
   2157   -0.1327585560   -0.0931704841 -2142.8916613670   -6.2058995913    1.8898208545   -2.6787664940
   2158   -0.1324981821   -0.0930043550 -2143.9180109178   -6.2059009130    1.8898209088   -2.6787682216
   2159   -0.1322382987   -0.0928384968 -2144.9443142828   -6.2059022335    1.8898209631   -2.6787699476
   2160   -0.1319789049   -0.0926729090 -2145.9705715342   -6.2059035527    1.8898210173   -2.6787716721
   2161   -0.1317199999   -0.0925075913 -2146.9967827441   -6.2059048708    1.8898210715   -2.6787733949
   2162   -0.1314615829   -0.0923425433 -2148.0229479842   -6.2059061876    1.8898211256   -2.6787751161
   2163   -0.1312036529   -0.0921777647 -2149.0490673269   -6.2059075032    1.8898211796   -2.6787768358
   2164   -0.1309462092   -0.0920132551 -2150.0751408435   -6.2059088176    1.8898212337   -2.6787785538
   2165   -0.1306892508   -0.0918490141 -2151.1011686060   -6.2059101308    1.8898212876   -2.6787802703
   2166   -0.1304327769   -0.0916850414 -2152.1271506862   -6.2059114428    1.8898213415   -2.6787819852
   2167   -0.1301767866   -0.0915213367 -2153.1530871551   -6.2059127535    1.8898213954   -2.6787836985
   2168   -0.1299212792   -0.0913578994 -2154.1789780847   -6.2059140631    1.8898214492   -2.6787854102
   2169   -0.1296662537   -0.0911947293 -2155.2048235462   -6.2059153714    1.8898215030   -2.6787871204
   2170   -0.1294117093   -0.0910318261 -2156.2306236109   -6.2059166786    1.8898215567   -2.6787888289
   2171   -0.1291576452   -0.0908691893 -2157.2563783500   -6.2059179845    1.8898216103   -2.6787905359
   2172   -0.1289040605   -0.0907068186 -2158.2820878346   -6.2059192892    1.8898216640   -2.6787922414
   2173   -0.1286509544   -0.0905447136 -2159.3077521359   -6.2059205928    1.8898217175   -2.6787939452
   2174   -0.1283983260   -0.0903828740 -2160.3333713247   -6.2059218951    1.8898217710   -2.6787956475
   2175   -0.1281461745   -0.0902212994 -2161.3589454718   -6.2059231962    1.8898218245   -2.6787973482
   2176   -0.1278944990   -0.0900599894 -2162.3844746482   -6.2059244962    1.8898218779   -2.6787990474
   2177   -0.1276432987   -0.0898989437 -2163.4099589245   -6.2059257949    1.8898219313   -2.6788007450
   2178   -0.1273925729   -0.0897381620 -2164.4353983714   -6.2059270925    1.8898219846   -2.6788024410
   2179   -0.1271423205   -0.0895776438 -2165.4607930592   -6.2059283888    1.8898220379   -2.6788041355
   2180   -0.1268925409   -0.0894173888 -2166.4861430585   -6.2059296840    1.8898220911   -2.6788058284
   2181   -0.1266432331   -0.0892573966 -2167.5114484397   -6.2059309780    1.8898221443   -2.6788075198
   2182   -0.1263943963   -0.0890976669 -2168.5367092731   -6.2059322708    1.8898221974   -2.6788092096
   2183   -0.1261460298   -0.0889381994 -2169.5619256288   -6.2059335624    1.8898222505   -2.6788108979
   2184   -0.1258981326   -0.0887789936 -2170.5870975769   -6.2059348528    1.8898223035   -2.6788125846
   2185   -0.1256507040   -0.0886200492 -2171.6122251875   -6.2059361421    1.8898223565   -2.6788142698
   2186   -0.1254037430   -0.0884613658 -2172.6373085304   -6.2059374301    1.8898224094   -2.6788159535
   2187   -0.1251572490   -0.0883029432 -2173.6623476756   -6.2059387170    1.8898224623   -2.6788176356
   2188   -0.1249112210   -0.0881447808 -2174.6873426927   -6.2059400027    1.8898225151   -2.6788193161
   2189   -0.1246656583   -0.0879868784 -2175.7122936517   -6.2059412873    1.8898225679   -2.6788209952
   2190   -0.1244205600   -0.0878292356 -2176.7372006217   -6.2059425706    1.8898226206   -2.6788226727
   2191   -0.1241759253   -0.0876718521 -2177.7620636726   -6.2059438528    1.8898226733   -2.6788243486
   2192   -0.1239317534   -0.0875147275 -2178.7868828738   -6.2059451338    1.8898227260   -2.6788260231
   2193   -0.1236880434   -0.0873578614 -2179.8116582944   -6.2059464137    1.8898227785   -2.6788276960
   2194   -0.1234447946   -0.0872012535 -2180.8363900038   -6.2059476924    1.8898228311   -2.6788293674
   2195   -0.1232020060   -0.0870449034 -2181.8610780712   -6.2059489699    1.8898228836   -2.6788310372
   2196   -0.1229596770   -0.0868888108 -2182.8857225658   -6.2059502463    1.8898229360   -2.6788327056
   2197   -0.1227178067   -0.0867329752 -2183.9103235562   -6.2059515215    1.8898229884   -2.6788343724
   2198   -0.1224763943   -0.0865773965 -2184.9348811117   -6.2059527955    1.8898230408   -2.6788360377
   2199   -0.1222354390   -0.0864220741 -2185.9593953010   -6.2059540684    1.8898230931   -2.6788377015
   2200   -0.1219949399   -0.0862670078 -2186.9838661928   -6.2059553401    1.8898231453   -2.6788393638
   2201   -0.1217548963   -0.0861121972 -2188.0082938558   -6.2059566107    1.8898231976   -2.6788410246
   2202   -0.1215153073   -0.0859576419 -2189.0326783586   -6.2059578801    1.8898232497   -2.6788426838
   2203   -0.1212761721   -0.0858033416 -2190.0570197698   -6.2059591484    1.8898233018   -2.6788443416
